state,district,url,status,youtube_ids,pdf_urls,google_urls
Kerala,Wayanad,https://wayanad.kerala.gov.in/one-district-one-product/,MATCH,,,https://economictimes.indiatimes.com/markets/commodities/news/wayanad-coffee-may-grab-a-robusta-spot-in-global-market/articleshow/62833111.cms|https://thesouthfirst.com/kerala/from-colonial-roots-to-global-recognition-how-wayanad-robusta-coffee-is-brewing-big-dreams/|https://www.newindianexpress.com/good-news/2025/Jul/02/perfect-brew-amul-model-cooperative-led-coffee-revolution-in-keralas-wayanad-gains-global-attention|https://foodcare.in/ml/blogs/news/wayanad-robusta-coffee|https://www.thehindubusinessline.com/economy/agri-business/potential-for-transformational-change-in-wayanad-coffee-farming-economics/article68339214.ece
Ladakh,Kargil,https://kargil.nic.in,BASE,,,https://www.huffpost.com/archive/in/entry/kargil-apricot-farmer-article-370-kashmir_in_5da9727de4b0e71d65b6ce99|https://www.academia.edu/84515598/Status_of_area_and_production_of_apricot_Prunus_armeniaca_L_in_Cold_Arid_Ladakh|https://indianculturalforum.in/2019/10/24/kargil-apricot-farmers-growing-despair-after-article-370/|https://www.verifiedmarketresearch.com/product/organic-dried-fruit-market/|https://ddnews.gov.in/en/kargil-apricots-make-saudi-arabia-debut-during-indias-79th-independence-day-celebration/
Ladakh,Leh,https://leh.nic.in,BASE,,,https://gaatha.org/Craft-of-India/research-leh-pashmina-shawls/|https://www.ladakh-tourism.net/blog/leh-market/|https://www.exportersindia.com/leh-pashmina/
Lakshadweep,Lakshadweep,https://lakshadweep.nic.in,BASE,,,https://www.ibef.org/industry/fmcg|https://www.ibef.org/blogs/growth-of-india-s-plant-based-meat-industry|https://www.ibef.org/industry/engineering-india|https://www.ibef.org/economy/indian-investments-abroad|https://www.ibef.org/industry/ports-india-shipping
Madhya Pradesh,Agar Malwa,https://agarmalwa.nic.in,BASE,,,https://indianpotato.com/mccain-foods-agar-malwa-investment-madhya-pradesh/|https://agarmalwa.nic.in/en/|https://citrusindustry.net/2024/05/07/florida-orange-production-plummeted-years/|https://www.upscale-media.ai/|https://newandolder.com/2025/09/19/moti-sagar-pond-agar-malwa-a-blend-of-history-devotion-and-natural-beauty/
Madhya Pradesh,Alirajpur,https://alirajpur.nic.in,BASE,,,https://www.upscale-media.ai/|https://groww.in/blog/indian-stock-market-plummets-amidst-global-and-domestic-pressures|https://www.hubspot.com/state-of-marketing|https://www.goodreturns.in/market-mood-index.html|https://polymarket.com/
Madhya Pradesh,Anuppur,https://anuppur.nic.in,BASE,,,https://www.indiastat.com/western-and-central-region/data/agriculture/kodo-kutki|https://www.khetivyapar.com/en/mp-govt-approves-kodo-kutki-procurement-and-soybean-bhavantar-plan-8042|https://timesofindia.indiatimes.com/city/bhopal/cabinet-nod-to-da-hike-for-pensioners-procurement-of-kodo-kutki-millets/articleshow/124559444.cms|https://indianexpress.com/article/india/forgotten-kodo-kutki-millets-madhya-pradesh-dindori-malnutrition-tribals-baiga-5395798/|https://news.prativad.com/decision-to-procure-kodo-kutki-for-the-first-time
Madhya Pradesh,Ashoknagar,https://ashoknagar.nic.in,BASE,,,https://in.linkedin.com/in/razahandlooms|https://www.palashstore.com/product/jahnavi-bright-yellow-handloom-chanderi-sare|https://magicpin.in/Bhubaneswar/Ashok-Nagar/Fashion/U.-P.-Handlooms/store/8672b5/|https://www.upscale-media.ai/|https://30stades.com/farming/engineer-couple-builds-rs-15-crore-business-exotic-mushrooms-grow-wild-gucchi-indoors-uttarakhand-9016049
Madhya Pradesh,Badhwani,,FAILED,,,https://momex.ae/news/ginger-market-insights-2024-global-trends-production-challenges-and-opportunities-for-traders/|https://www.researchgate.net/publication/384676877_Ginger_Analysis_of_Global_Production_Market_and_Iran's_Potentials_in_Production_and_Trade|https://www.maximizemarketresearch.com/market-report/global-ginger-market/27788/|https://app.indexbox.io/report/091010h091012/0/|https://www.thebusinessresearchcompany.com/report/ginger-global-market-report
Madhya Pradesh,Balaghat,https://balaghat.nic.in/one-district-one-product/,MATCH,,,https://www.indiatoday.in/india-today-insight/story/how-a-gi-tag-could-resuscitate-a-near-dead-variety-of-rice-in-mp-1864865-2021-10-14|https://krishijagran.com/agriculture-world/chinnaur-rice-became-the-first-food-grain-in-madhya-pradesh-to-get-a-gi-tag/|https://www.farmandfood.in/?taxonomy=seo_keywords&term=balaghat-rice|https://www.upscale-media.ai/
Madhya Pradesh,Betul,https://betul.nic.in,BASE,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://polymarket.com/|https://www.goodreturns.in/news/market-mayhem-investors-lose-rs-9-lakh-cr-why-stock-market-is-falling-today-here-are-top-5-reasons-1383787.html
Madhya Pradesh,Bhind,https://bhind.nic.in,BASE,,,https://www.thehindu.com/news/national/tamil-nadu/biryani-is-a-10000-crore-market-in-tamil-nadu/article69023830.ece|https://www.upscale-media.ai/|https://www.resilience.org/stories/2004-10-03/widescale-biodiesel-production-algae/|https://timesofindia.indiatimes.com/india/indias-foodgrain-production-to-be-an-all-time-high-at-303-million-tonnes/articleshow/81193648.cms|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Bhopal,https://bhopal.mp.gov.in/one-district-one-product/,MATCH,,,https://gaatha.org/Craft-of-India/study-zari-zardosi-craft-bhopal/|https://www.kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/ZariSilkEmbroideryDPR.pdf|https://jier.org/index.php/journal/article/download/4324/3383/7567|https://www.newsclick.in/absence-govt-aid-bareillys-traditional-industries-verge-extinction|https://www.granthaalayahpublication.org/Arts-Journal/ShodhKosh/article/download/478/465?inline=1
Madhya Pradesh,Burhanpur,https://burhanpur.nic.in,BASE,,,https://www.downtoearth.org.in/economy/banana-bio-economy-of-burhanpur-promoting-sustainability-and-empowering-women|https://timesofindia.indiatimes.com/city/indore/export-of-burhanpur-bananas-likely-to-touch-record-high-of-30k-tonnes/articleshow/98681044.cms|https://www.freshplaza.com/asia/article/9533536/untimely-rain-and-winds-damage-burhanpur-banana-plantations/|https://sahasa.in/2023/05/22/burhanpur-banana/|https://bansalnews.com/tags/burhanpur-banana-production
Madhya Pradesh,Chhatarpur,https://chhatarpur.nic.in/one-district-one-product/,MATCH,,,https://www.schoolfurnitureindia.in/chhatarpur/senior-school-furniture.htm|https://www.jiphfurniture.in/chhatarpur/wooden-cupboards.htm|https://www.skfdecor.com/chhatarpur/wooden-sofa-set.htm|https://www.karpenter.com/|https://www.wayfair.com/
Madhya Pradesh,Chhindwara,https://chhindwara.nic.in,BASE,,,https://businessclickstoday.com/largest-orange-producing-states-in-india/|https://kathmandupost.com/money/2017/03/14/orange-production-jumps-28pc-in-arghakhanchi
Madhya Pradesh,Damoh,https://damoh.nic.in,BASE,,,https://ijrar.org/papers/IJRAR22B3145.pdf|https://www.ijfmr.com/papers/2025/3/44548.pdf|https://mptradeportal.org/damoh|https://www.msmeindore.nic.in/DIPS+District+-+Damoh.pdf|https://mospi.gov.in/sites/default/files/publication_reports/Brochure_2024.pdf
Madhya Pradesh,Datia,https://datia.nic.in,BASE,,,https://mandibhavindia.in/en/commodity/jaggery/madhya-pradesh/datia/datia|https://www.nutratina.in/datia/jaggery.htm|https://www.bbc.com/travel/article/20210330-jaggery-south-asias-sweet-sentimental-cure-all|https://www.napanta.com/market-price/madhya-pradesh/datia/datia|https://www.upscale-media.ai/
Madhya Pradesh,Dewas,https://dewas.nic.in,BASE,,,"https://b2b-bazaar.com/madhya-pradesh-wholesale-markets|https://www.groundreport.in/latest/fighting-floods-with-forests-how-assam-communities-are-leading-way-9625310/|https://www.thefreelibrary.com/Business+and+Industry-p1+Business,+international"
Madhya Pradesh,Dhar (Pithampur),,FAILED,,,https://dhar.nic.in/en/bagh-print/|https://artsandculture.google.com/story/bagh-prints-from-madhya-pradesh-dastkari-haat-samiti/AAUBckxcEI9kIQ?hl=en|https://mptradeportal.org/dhar|https://gaatha.org/Craft-of-India/bagh-block-print-madhya-pradesh/
Madhya Pradesh,Dindori,https://dindori.nic.in,BASE,,,https://indianexpress.com/article/india/forgotten-kodo-kutki-millets-madhya-pradesh-dindori-malnutrition-tribals-baiga-5395798/|https://www.khetivyapar.com/en/mp-govt-approves-kodo-kutki-procurement-and-soybean-bhavantar-plan-8042|https://news.prativad.com/decision-to-procure-kodo-kutki-for-the-first-time|https://www.etvbharat.com/en/!state/tribal-farmers-in-madhya-pradeshs-dindori-demand-msp-for-coarse-grains-ahead-of-union-budget-2025-enn25010803583|https://feminisminindia.com/2022/09/23/going-local-with-women-farmers-kodo-kutki-cultivation-through-shgs/
Madhya Pradesh,Guna,https://guna.nic.in/one-district-one-product/,MATCH,,,https://sahasa.in/2023/06/05/guna-coriander/|https://www.upscale-media.ai/|https://www.slideshare.net/slideshow/mushroom-production-marketingdiversified-agribusiness/42631426|https://masalacompany.store/product/coriander-guna/|https://www.financialexpress.com/business/express-mobility-interview-anant-jain-gfk-annual-market-for-lubricants-in-india-is-130-million-litres-2326933/
Madhya Pradesh,Gwalior,https://gwalior.nic.in/one-district-one-product/,MATCH,,,https://www.stoneindia.co/|https://www.hansetile.com/|https://www.tilemarket.com/
Madhya Pradesh,Harda,https://harda.nic.in,BASE,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://www.nielsen.com/insights/2025/annual-marketing-report-2025-chaos-to-clarity/|https://www.tradingview.com/|https://www.cnbctv18.com/market/stock-market-live-updates-nifty-50-sensex-today-india-pakistan-developments-us-china-swiggy-manappuram-pharma-shares-liveblog-19602957.htm
Madhya Pradesh,Hoshangabad,,FAILED,,,https://economictimes.indiatimes.com/tech/startups/ipo-bound-infra-market-raises-additional-50-million-financing-from-mars-growth-capital/articleshow/122153303.cms?from=mdr|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://www.goodreturns.in/market-mood-index.html|https://heygenai.app/
Madhya Pradesh,Indore,https://indore.mp.gov.in/one-district-one-product/,MATCH,,,https://indianpotato.com/updates/|https://www.potatopro.com/nl/companies/prataap-snacks-private-limited|https://www.latterly.org/balaji-wafers-marketing-strategy/|https://officechai.com/stories/balaji-wafers-story/|https://www.freepressjournal.in/india/up-economic-survey-2025-26-charts-high-growth-path-towards-1-trillion-economy
Madhya Pradesh,Jabalpur,https://jabalpur.nic.in,BASE,,,https://www.thehindu.com/news/national/tamil-nadu/biryani-is-a-10000-crore-market-in-tamil-nadu/article69023830.ece|https://www.upscale-media.ai/|https://www.napanta.com/market-price/maharashtra/pune/pune|https://www.hubspot.com/state-of-marketing|https://indianexpress.com/article/cities/chandigarh/apple-production-himachal-fungal-infection-old-plantations-9604770/
Madhya Pradesh,Jhabua,https://jhabua.nic.in,BASE,,,https://vetnepal.com/article_details/KADAKNATH-POULTRY-FARMING|https://www.agrifarming.in/kadaknath-chicken-breed-information|https://www.restaurantindia.in/article/heres-why-you-should-consider-serving-kadaknath-chicken-at-your-restaurant.12595|https://30stades.com/farming/jhabua-housewife-pushpa-dohare-becomes-entrepreneur-kadaknath-chicken-farming-sells-at-rs-500-per-kg-4538532
Madhya Pradesh,Katni,https://katni.nic.in,BASE,,,https://www.business-standard.com/article/companies/four-more-firms-keen-on-katni-stone-park-105110301038_1.html|https://indianmasterminds.com/feature-stories-on-bureaucrats-changemakers/be-inspired/giving-katni-stone-an-international-appeal/|https://bhutramarble.co.in/katni-marble-price/|https://bhandarimarbleworld.com/how-to-choose-the-best-katni-marble-for-your-home-villa-hotel-and-project/|https://www.exportersindia.com/indian-suppliers/katni-marble.htm
Madhya Pradesh,Khandwa,https://khandwa.nic.in,BASE,,,https://www.slideshare.net/slideshow/production-technology-of-onion/77580382|https://www.agroexporters.net/khandwa/onion|https://www.upscale-media.ai/|https://www.alliedmarketresearch.com/onion-oil-market-A14181|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Khargone,https://khargone.nic.in,BASE,,,https://khargone.nic.in/en/|https://www.bhaskar.com/local/mp/khargone/news/khargone-heat-chilli-plants-spray-70-lakh-137759643.html|https://sahasa.in/2023/05/29/khargone-chilli/|https://www.upscale-media.ai/
Madhya Pradesh,Mandla,https://mandla.nic.in,BASE,,,https://www.indiastat.com/Punjab-state/data/agriculture/kodo-kutki|https://epubs.icar.org.in/index.php/IJAgS/article/download/133902/54108|https://aercjbp.com/static/media/RP-69.9397ff82.pdf|https://journals.indexcopernicus.com/api/file/viewByFileId/1550877|https://www.ijsr.net/archive/v12i9/MR23902225512.pdf
Madhya Pradesh,Mandsaur,https://mandsaur.nic.in,BASE,,,https://mandsaur.nic.in/en/district-produce/garlic-farming/|https://www.mandsaurmandibhav.in/|https://mandsaur-mandi-bhav.vercel.app/blog|https://www.saikrishnaimpacts.com/
Madhya Pradesh,Morena,https://morena.nic.in,BASE,,,https://www.ambitionbox.com/overview/mahesh-edible-oil-industries-overview|https://www.mordorintelligence.com/industry-reports/bangladesh-mustard-oil-market|https://www.marketreportsworld.com/market-reports/mustard-oil-market-14714496|https://www.credenceresearch.com/report/mustard-oil-market|https://dataintelo.com/report/mustard-oil-market
Madhya Pradesh,Narsinghpur,https://narsinghpur.nic.in/one-district-one-product/,MATCH,,,https://www.upscale-media.ai/|https://littleindiaeurope.nl/product/nitya-toor-dal-plain-2kg/|https://timesofindia.indiatimes.com/business/india-business/stock-market-crash-explained-rs-7-lakh-crore-gone-why-sensex-has-dropped-1500-points-in-just-4-days/articleshow/126409282.cms
Madhya Pradesh,Neemuch,https://neemuch.nic.in,BASE,,,https://www.ceicdata.com/en/india/production-of-horticulture-crops-in-major-states-spices-coriander|https://www.indianspices.com/sites/default/files/Major+spice+state+wise+area+production+2024-25+web.pdf|https://www.industryarc.com/Report/20038/coriander-produce-market.html|https://www.agriwatch.com/commodity/spices/coriander|https://www.sumanexport.in/post/cumin-coriander-and-fennel-market-report-mar-24
Madhya Pradesh,Niwari,https://niwari.nic.in,BASE,,,https://momex.ae/news/ginger-market-insights-2024-global-trends-production-challenges-and-opportunities-for-traders/|https://www.linkedin.com/posts/krishikan_ginger-crop-outlook-india-202526-crop-activity-7354509492375465985-6dZS|https://www.mordorintelligence.com/industry-reports/ginger-market|https://www.thebusinessresearchcompany.com/report/ginger-global-market-report|https://www.expertmarketresearch.com/reports/ginger-processing-market
Madhya Pradesh,Panna,https://panna.nic.in/one-district-one-product/,MATCH,,,https://travel-gourmet.com/2013/07/22/honey-panna-cotta-with-red-gooseberry-compote/|https://www.upscale-media.ai/|https://indianexpress.com/article/cities/chandigarh/apple-production-himachal-fungal-infection-old-plantations-9604770/|https://www.futuremarketinsights.com/reports/almond-milk-market|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Raisen,https://raisen.nic.in,BASE,,,https://www.jagranjosh.com/general-knowledge/list-of-largest-rice-producing-countries-in-the-world-1730113246-1|https://www.gigacalculator.com/calculators/rice-calculator.php|https://inonepot.com/basmati-instant-pot/|https://www.taureanfoods.co.uk/product/aani-basmati-rice-5kg/
Madhya Pradesh,Rajgarh,https://rajgarh.nic.in/one-district-one-product/,MATCH,,,https://sahasa.in/2023/07/31/rajgarh-orange/|https://www.upscale-media.ai/|https://indianexpress.com/article/cities/chandigarh/apple-production-himachal-fungal-infection-old-plantations-9604770/|https://citrusindustry.net/2024/05/07/florida-orange-production-plummeted-years/|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Ratlam,https://ratlam.mp.gov.in/one-district-one-product/,MATCH,,,https://grokipedia.com/page/Ratlam|https://ratlamitadka.com/|https://hebbarskitchen.com/ratlami-sev-recipe-masala-sev-recipe/|https://www.ladumaharaj.com/index.php/namkeen-manufacturer-in-ratlam
Madhya Pradesh,Rewa,https://rewa.nic.in,BASE,,,https://www.persistencemarketresearch.com/market-research/bamboo-and-bamboo-products-market.asp|https://www.techsciresearch.com/report/india-bamboo-products-market/4366.html|https://www.upscale-media.ai/|https://rewards.bing.com/welcome|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Sagar,https://sagar.nic.in/one-district-one-product/,MATCH,,,https://www.linkedin.com/pulse/examining-market-drivers-auto-steering-tractor-krnjf|https://30stades.com/farming/engineer-couple-builds-rs-15-crore-business-exotic-mushrooms-grow-wild-gucchi-indoors-uttarakhand-9016049|https://www.upscale-media.ai/|https://startuppedia.in/startup-stories/our-first-goal-wasnt-to-scale-iim-grads-who-built-a-dairy-delivery-startup-that-generated-1380-crore-revenue-in-fy24-9149630|https://gardenculturemagazine.com/vertical-farming-market-growth/
Madhya Pradesh,Satna,https://satna.nic.in,BASE,,,https://grokipedia.com/page/Satna|https://www.krishiscience.co.in/storage/app/finalpdf/ctCHkWSyrVbJglE0loIhNjLTbNtQZ3hgGIvUceWJ.pdf|https://nhb.gov.in/statistics/Reports/tomatojan2019.pdf|https://ourworldindata.org/grapher/tomato-production|https://www.indexbox.io/search/production-tomato-india/
Madhya Pradesh,Sehore,https://sehore.nic.in,BASE,,,https://www.woodly.in/handicraft-toys-in-sehore.html|https://elctoys.com/|https://toys.hape.com/|https://toybox.com.cy/|https://www.upscale-media.ai/
Madhya Pradesh,Seoni,https://seoni.nic.in,BASE,,,https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://www.lachmanconsultants.com/2024/02/aam-annual-meeting-cder-discusses-biologics-and-ceos-react/|https://heygenai.app/|https://seadance.io/
Madhya Pradesh,Shahdol,https://shahdol.nic.in,BASE,,,https://shahdol.nic.in/information-about-company-who-buy-the-turmeric/|https://www.nccih.nih.gov/health/turmeric|https://www.upscale-media.ai/|https://www.goodreturns.in/market-mood-index.html|https://www.tiktok.com/discover/food-scale-dollarama
Madhya Pradesh,Shajapur,https://shajapur.nic.in,BASE,,,https://www.upscale-media.ai/|https://www.alliedmarketresearch.com/onion-oil-market-A14181|https://www.hubspot.com/state-of-marketing|https://polymarket.com/
Madhya Pradesh,Sheopur,https://sheopur.nic.in,BASE,,,https://www.upscale-media.ai/|https://www.napanta.com/market-price/maharashtra/pune/pune|https://www.slideshare.net/slideshow/goat-production-and-marketing-in-zimbabwe/41638414|https://www.hubspot.com/state-of-marketing|https://heygenai.app/
Madhya Pradesh,Shivpuri,https://shivpuri.nic.in/one-district-one-product/,MATCH,,,https://www.upscale-media.ai/|https://www.atlasformen.co.uk/|https://www.marc-o-polo.com/en-us/men/clothing/jackets|https://www.canadagoose.com/ca/en/home-page|https://www.hubspot.com/state-of-marketing
Madhya Pradesh,Sidhi,https://sidhi.nic.in/one-district-one-product/,MATCH,,,https://www.mordorintelligence.com/industry-reports/india-carpets-and-rugs-market|https://www.6wresearch.com/industry-report/india-carpet-market-outlook|https://www.grandviewresearch.com/industry-analysis/india-handmade-carpet-rug-market-report|https://sidhi.nic.in/en/success-story/panja-dari-and-carpets-of-sidhi/|https://kviconline.gov.in/pmegp/pmegpweb/docs/commonprojectprofile/CarpetFinishingWork.pdf
Madhya Pradesh,Singrauli,https://singrauli.nic.in,BASE,,,https://www.business-standard.com/article/current-affairs/chhattisgarh-govt-launches-millet-mission-to-become-millet-hub-of-india-121091401161_1.html|https://indianexpress.com/article/india/forgotten-kodo-kutki-millets-madhya-pradesh-dindori-malnutrition-tribals-baiga-5395798/|https://www.niti.gov.in/sites/default/files/2024-01/Millet+CompendiumM_1.pdf|https://timesofindia.indiatimes.com/city/bhopal/cabinet-nod-to-da-hike-for-pensioners-procurement-of-kodo-kutki-millets/articleshow/124559444.cms
Madhya Pradesh,Tikamgarh,https://tikamgarh.nic.in,BASE,,,https://www.marknteladvisors.com/research-library/ginger-market-india.html|https://www.upscale-media.ai/|https://www.goodreturns.in/market-mood-index.html|https://www.hubspot.com/state-of-marketing|https://heygenai.app/
Madhya Pradesh,Ujjain,https://ujjain.mp.gov.in/one-district-one-product/,MATCH,,,https://www.mptourism.com/batik-print-2000-years-great-art-and-still-counting.html|https://www.naidunia.com/madhya-pradesh/ujjain-batik-print-ujjain-two-paintings-of-ujjain-batik-print-artist-in-6-lakh-72-thousand-rupee-8278339|https://giheritage.com/product/ujjain-batik-print-orange-suit-dress-materials-style-6
Madhya Pradesh,Umaria,https://umaria.nic.in,BASE,,,https://ruralindiaonline.org/kn/articles/slowly-dropped-the-mahua-in-umaria/|https://www.upscale-media.ai/|https://www.hubspot.com/state-of-marketing|https://heygenai.app/|https://www.pnas.org/doi/10.1073/pnas.0904491106
Madhya Pradesh,Vidisha,https://vidisha.nic.in/one-district-one-product/,MATCH,,,https://www.smergers.com/business-investment-opportunities-in-madhya-pradesh/c283t5b/|https://thegoodsight.org/author/thegoodsight/page/3/|https://carboncopy.info/newsletters/vol-2-july-2025-mine-craft/|https://saahaszerowaste.com/waste-types/food-waste-management/|https://travel.roadstransporter.com/madhya-pradesh-transport-services-co/
Maharashtra,Ahmednagar,https://ahmednagar.nic.in/one-district-one-product/,MATCH,,,https://www.agrifarming.in/ai-in-maharashtra-sugarcane-farming|https://www.yourarticlelibrary.com/industries/sugar-industry-in-india-growth-problems-and-distribution/14144|https://www.chinimandi.com/sweetening-indias-future-vision-2047-for-the-sugar-industry-of-maharashtra/|https://www.bajajfinserv.in/investments/piccadil-share-price
Maharashtra,Akola,https://akola.nic.in,BASE,,,https://cropgpt.ai/india-cotton-projected-2024-25-supply-and-production-outlook|https://zenodo.org/records/7776652|https://www.linkedin.com/posts/directorate-of-industries-government-of-maharashtra_akolas-cotton-ginning-and-pressing-a-activity-7352359134593183756-thWw|https://www.indiandistricts.in/statistics/maharashtra/akola/industry/|https://www.exportersindia.com/jayguruginning/
Maharashtra,Amravati,https://amravati.nic.in,BASE,,,https://www.businesstoday.in/latest/trends/story/shark-tank-india-4-anupam-mittal-calls-smart-textile-idea-a-college-project-no-takers-for-rs10-crore-valuation-466986-2025-03-06|https://yandex.com/maps/org/textile_market/82352784536/|https://www.upscale-media.ai/|https://homefashionproducts.com/market-map/
Maharashtra,Aurangabad,https://aurangabad.maharashtra.gov.in/one-district-one-product/,MATCH,,,https://timesofindia.indiatimes.com/city/aurangabad/now-special-postal-cover-on-marathwada-kesar-mango/articleshow/85664247.cms|https://www.indianbusinessportal.in/GIProducts/agriculture-marathwada-kesar-mango/c-52|https://www.gujaratijagran.com/gujarat/ahmedabad/kesar-mango-price-ahmedabad-22-april-2026-732976|https://sahasa.in/2021/07/19/marathwada-kesar-mango/
Maharashtra,Beed,https://beed.nic.in,BASE,,,https://worldpopulationreview.com/country-rankings/cotton-production-by-country|https://www.statista.com/statistics/259489/worldwide-production-of-cottonseed/|https://www.tandfonline.com/doi/full/10.1080/14703297.2023.2190148
Maharashtra,Bhandara,https://bhandara.nic.in/one-district-one-product/,MATCH,,,https://www.ibef.org/exports/agriculture-and-food-industry-india|https://www.exportersindia.com/blog/import-export-business-guide-for-beginners-india.htm|https://www.worldstopexports.com/rice-exports-country/|https://indiantradeportal.in/
Maharashtra,Buldhana,https://buldhana.nic.in/one-district-one-product/,MATCH,,,https://buldhana.nic.in/en/|https://www.linkedin.com/pulse/malaysia-inorganic-gel-mineral-based-thickeners-oqydf|https://basedbodyworks.com/|https://buldhana.townsol.org/product/
Maharashtra,Chandrapur,https://chandrapur.gov.in,BASE,,,https://maitri.maharashtra.gov.in/wp-content/themes/maitri/HTMLTemplate/Nagpur-Region/Chandrapur-ODOP-Rice.html|https://www.agrifarming.in/district-wise-crop-production-in-maharashtra-major-crops-in-maharashtra|https://wgges.us/wp-content/uploads/010204.pdf|https://www.indiandistricts.in/statistics/maharashtra/chandrapur/agriculture/|https://resmilitaris.net/uploads/paper/0c41b6a2465b71d3437255bc17036e52.pdf
Maharashtra,Dhule,https://dhule.nic.in,BASE,,,https://www.thehindu.com/news/cities/Madurai/madurai-railway-divisions-freight-earning-touches-100-crore-in-5-months/article36459801.ece|https://cmsindustries.org/product/soya-bean-de-oiled-cake-meal/|https://www.winni.in/cake/dhule|https://www.upscale-media.ai/
Maharashtra,Gadchiroli,https://gadchiroli.nic.in/one-district-one-product/,MATCH,,,https://www.da.gov.ph/from-business-mirror-philippine-rice-production-varieties-and-research-what-we-know-so-far/|https://telanganatoday.com/ts-rice-production-touches-1-3-crore-tonnes-in-2019-20|https://www.upscale-media.ai/|https://www.napanta.com/market-price/maharashtra/pune/pune|https://www.pnas.org/doi/10.1073/pnas.0904491106
Maharashtra,Gondia,https://gondia.nic.in,BASE,,,https://timesofindia.indiatimes.com/city/nagpur/gondia-rice-mill-scam-crooks-flee-with-1-crore/articleshow/124129126.cms|https://telanganatoday.com/ts-rice-production-touches-1-3-crore-tonnes-in-2019-20|https://www.tradeindia.com/gondia/rice-city-193869.html|https://www.indiaprices.co.in/rice/gondia-rice-price/|https://www.upscale-media.ai/
Maharashtra,Hingoli,https://hingoli.nic.in,BASE,,,https://www.agriculturaljournals.com/archives/2025/vol7issue11/PartB/7-11-4-899.pdf|https://krishikosh.egranth.ac.in/server/api/core/bitstreams/88955aa3-4b28-43aa-94fd-5e02a8f9dbe9/content|https://eventellglobal.com/pdf/webinar/India-turmeric-2024-crop-progress-and-prospects.pdf|https://www.agronomyjournals.com/archives/2024/vol7issue5S/PartD/S-7-6-9-472.pdf|https://www.jetir.org/view?paper=JETIR2210411
Maharashtra,Jalgaon,https://jalgaon.nic.in,BASE,,,https://indianexpress.com/article/india/india-others/a-different-banana-republic/|https://www.commerce.gov.in/press-releases/gi-certified-jalgaon-banana-exported-to-dubai-india-exported-1-91-lakh-tonne-banana-worth-rs-619-crore-during-2020-21/|https://www.financialexpress.com/india-news/how-jalgaon-banana-city-of-india-is-fast-becoming-the-banana-republic/1210358/|https://food.ndtv.com/food-drinks/which-indian-city-is-known-as-the-banana-capital-of-india-11070923
Maharashtra,Jalna,https://jalna.nic.in,BASE,,,https://agriexchange.apeda.gov.in/Production/Indiacat/Index|https://www.thepharmajournal.com/archives/2023/vol12issue1/PartP/12-1-231-845.pdf|https://www.phytojournal.com/archives/2019/vol8issue4/PartE/8-4-28-214.pdf|https://mail.i-scholar.in/index.php/Au/article/view/163175|https://ijaem.net/issue_dcp/Intellectual+Property+a+Geographical+Indication+A+Study+Of+Jalna+Sweet+Orange++Gi+Application.pdf
Maharashtra,Kolhapur,https://kolhapur.maharashtra.gov.in/one-district-one-product/,MATCH,,,https://sahasa.in/2020/10/28/kolhapur-jaggery-of-maharashtra/|https://www.chinimandi.com/kolhapur-jaggery-farmers-hit-as-colour-free-produce-gets-lower-price/|https://www.academia.edu/82099141/Jaggery_a_Unique_Sweetening_Agent_Used_in_Hotel_Industry_in_the_Region_of_Kolhapur|https://www.exportersindia.com/kolhapur/jaggery.htm
Maharashtra,Latur,https://latur.nic.in,BASE,,,https://www.linkedin.com/posts/iani-a-chihaia-a3b08611_india-soybeans-soybeanmeal-activity-7451337589011238912-G6d8|https://eesrd.us/wp-content/uploads/0102039.pdf|https://tci.cornell.edu/?blog=soybean-value-chains-and-market-efficiency-lessons-from-a-field-visit-to-fpos-in-latur|https://sopa.org/all-india-state-wise-soybean-area-production-and-productivity/|https://www.tourism.rajasthan.gov.in/content/dam/agriculture/Rajasthan+Agricultural+Competitiveness+Project/valuechainreport/RACP_VC_Soybean.pdf
Maharashtra,Mumbai City,https://mumbaicity.nic.in,BASE,,,https://gjepc.org/pdf/Gem-&-Jewellery-Half-Yearly-Report-H1-FY2025-Final.pdf|https://www.jkdiamondsinstitute.com/newsroom/maharashtra-announces-new-gems-and-jewellery-policy-2025-aiming-for-₹1-lakh-crore-investment-and-5-lakh-jobs|https://utssavjewels.com/wp-content/uploads/2024/05/Industry-Research-Report-on-Indian-Gems-and-Jewellery-Sector.pdf|https://blog.chirayusoft.com/2025/11/maharashtra-gems-and-jewellery-policy_19.html|https://www.maximizemarketresearch.com/market-report/india-gem-jewellery-market/122565/
